node D L T
1792502 0.0055001 0.876323 0.275005
2676868 0.0055001 0.876323 0.275005
2545455 0.0055001 0.876323 0.275005
1856322 0.0055001 0.876323 0.275005
670293 0.0055001 0.876323 0.275005
1233460 0.0055001 0.876323 0.275005
2683588 0.0055001 0.876323 0.275005
3133966 0.0055001 0.876323 0.275005
2991709 0.0055001 0.876323 0.275005
1227546 0.0055001 0.876323 0.275005
2864201 0.0055001 0.876323 0.275005
2982028 0.0055001 0.876323 0.275005
760192 0.0055001 0.876323 0.275005
1564516 0.0055001 0.876323 0.275005
1099794 0.0055001 0.876323 0.275005
1046115 0.0055001 0.876323 0.275005
1267423 0.0055001 0.876323 0.275005
2782350 0.0055001 0.876323 0.275005
2867963 0.0055001 0.876323 0.275005
1028214 0.0055001 0.876323 0.275005
866807 0.0055001 0.876323 0.275005
237019 0.0055001 0.876323 0.275005
2810512 0.0055001 0.876323 0.275005
2879465 0.0055001 0.876323 0.275005
2494733 0.0055001 0.876323 0.275005
455078 0.0055001 0.876323 0.275005
408657 0.0055001 0.876323 0.275005
2259619 0.0055001 0.876323 0.275005
1279009 0.0055001 0.876323 0.275005
28195 0.0055001 0.876323 0.275005
3058365 0.0055001 0.876323 0.275005
247481 0.0055001 0.876323 0.275005
452471 0.0055001 0.876323 0.275005
3051825 0.0055001 0.876323 0.275005
3051826 0.0055001 0.876323 0.275005
692418 0.0055001 0.876323 0.275005
861051 0.0055001 0.876323 0.275005
413964 0.0055001 0.876323 0.275005
367791 0.0055001 0.876323 0.275005
379075 0.0055001 0.876323 0.275005
1162670 0.0055001 0.876323 0.275005
2729599 0.0055001 0.876323 0.275005
1079859 0.0055001 0.876323 0.275005
2516557 0.0055001 0.876323 0.275005
2183553 0.0055001 0.876323 0.275005
563176 0.0055001 0.876323 0.275005
1610492 0.0055001 0.876323 0.275005
1051626 0.0055001 0.876323 0.275005
2518605 0.0055001 0.876323 0.275005
702438 0.0055001 0.876323 0.275005
2094150 0.0055001 0.876323 0.275005
1307839 0.0055001 0.876323 0.275005
1678841 0.0055001 0.876323 0.275005
1350067 0.0055001 0.876323 0.275005
3137470 0.0055001 0.876323 0.275005
1117708 0.0055001 0.876323 0.275005
