node D L T
1206085 0.0105952 0.815743 0.529761
2038343 0.0105952 0.815743 0.529761
80872 0.0105952 0.815743 0.529761
927661 0.0105952 0.815743 0.529761
113569 0.0105952 0.815743 0.529761
2593070 0.0105952 0.815743 0.529761
134849 0.0105952 0.815743 0.529761
3158264 0.0105952 0.815743 0.529761
479431 0.0105952 0.815743 0.529761
2576308 0.0105952 0.815743 0.529761
2803911 0.0105952 0.815743 0.529761
1656892 0.0105952 0.815743 0.529761
1748367 0.0105952 0.815743 0.529761
2665158 0.0105952 0.815743 0.529761
1090615 0.0105952 0.815743 0.529761
363630 0.0105952 0.815743 0.529761
1902245 0.0105952 0.815743 0.529761
995062 0.0105952 0.815743 0.529761
995066 0.0105952 0.815743 0.529761
1352928 0.0105952 0.815743 0.529761
1981512 0.0105952 0.815743 0.529761
2650750 0.0105952 0.815743 0.529761
1981511 0.0105952 0.815743 0.529761
1783498 0.0105952 0.815743 0.529761
648780 0.0105952 0.815743 0.529761
1524084 0.0105952 0.815743 0.529761
419479 0.0105952 0.815743 0.529761
2670374 0.0105952 0.815743 0.529761
2530374 0.0105952 0.815743 0.529761
2530372 0.0105952 0.815743 0.529761
561176 0.0105952 0.815743 0.529761
2652290 0.0105952 0.815743 0.529761
883069 0.0105952 0.815743 0.529761
2741497 0.0105952 0.815743 0.529761
1921764 0.0105952 0.815743 0.529761
52770 0.0105952 0.815743 0.529761
52771 0.0105952 0.815743 0.529761
52774 0.0105952 0.815743 0.529761
111015 0.0105952 0.815743 0.529761
2755559 0.0105952 0.815743 0.529761
171442 0.0105952 0.815743 0.529761
1891644 0.0105952 0.815743 0.529761
1837743 0.0105952 0.815743 0.529761
351215 0.0105952 0.815743 0.529761
1926649 0.0105952 0.815743 0.529761
3362603 0.0105952 0.815743 0.529761
2835133 0.0105952 0.815743 0.529761
